100 2907
70 64 4
90 33 19
33 22 55
99 32 67
89 46 67
85 24 57
80 52 94
25 71 72
25 13 83
62 54 33
60 98 72
7 51 98
59 26 41
2 53 18
47 98 69
78 36 29
3 32 58
54 92 94
74 34 47
48 42 89
45 44 63
78 20 73
45 38 68
38 5 6
81 15 11
97 70 35
18 24 56
72 76 72
28 81 97
97 88 48
63 27 97
12 59 43
22 52 75
11 81 92
6 40 13
9 24 21
92 75 48
45 64 10
49 30 15
34 64 65
71 33 84
64 21 37
94 48 71
14 55 4
97 9 44
23 64 39
90 93 73
20 56 8
88 3 76
71 11 48
74 64 96
53 34 10
12 99 51
93 49 35
85 34 14
25 84 45
51 41 96
14 35 26
49 98 6
55 90 30
66 1 96
85 52 52
98 67 60
1 84 44
83 59 80
53 75 17
4 67 85
74 37 74
79 36 29
70 75 33
16 54 67
61 99 39
41 42 57
14 36 55
10 56 78
53 57 82
58 76 16
40 14 84
93 79 90
23 36 57
89 71 24
99 66 90
20 13 31
80 41 60
77 48 13
50 47 86
13 16 19
1 22 92
66 92 49
82 18 72
35 99 94
13 48 26
92 10 46
84 73 76
73 99 40
15 100 39
31 51 87
17 13 76
40 77 71
33 86 23
24 37 16
15 28 61
68 17 33
23 2 60
23 86 86
14 47 9
33 57 59
72 8 85
78 28 28
38 67 10
7 80 44
34 97 27
65 6 34
83 11 77
50 73 37
29 25 32
85 86 33
73 8 57
32 31 72
88 59 90
50 63 60
79 100 92
18 3 39
86 100 45
47 89 1
69 85 23
37 71 28
93 10 83
11 10 100
69 12 48
12 98 27
95 89 45
63 4 13
17 53 62
53 69 55
17 14 7
34 21 64
46 63 13
6 26 27
93 7 42
3 94 16
91 10 99
95 31 5
15 82 62
10 7 2
87 77 89
75 52 41
55 20 31
44 12 17
62 29 80
41 71 20
72 35 11
49 86 60
53 83 13
98 13 57
39 83 86
61 96 75
53 10 20
10 42 76
36 16 83
34 66 79
43 4 81
78 5 87
52 19 33
47 87 73
7 94 33
40 51 31
18 66 15
73 24 10
53 68 96
100 12 12
29 22 15
28 20 75
42 37 62
37 52 31
44 9 25
38 24 35
76 46 76
48 14 80
4 41 4
85 12 27
28 59 57
42 76 67
91 61 35
73 83 86
63 26 23
12 53 55
51 16 63
81 86 19
28 95 37
39 60 76
21 36 95
97 28 42
45 53 42
80 87 17
51 46 8
39 43 86
89 56 53
31 5 13
69 97 88
7 88 1
37 10 42
75 69 100
23 69 56
9 55 82
89 31 3
3 11 91
1 59 46
73 88 56
46 23 32
73 26 10
80 33 89
8 56 71
86 63 89
71 55 93
32 7 23
92 100 56
42 2 72
9 67 30
67 59 92
86 16 99
31 14 87
81 58 55
58 84 100
70 28 11
45 25 3
92 32 84
59 71 47
96 48 1
58 38 87
30 22 23
14 88 33
58 80 48
85 15 4
21 40 40
45 88 79
83 46 63
57 1 71
79 62 7
49 22 13
63 29 23
52 99 56
25 35 20
100 43 14
9 16 55
9 21 86
83 18 12
16 68 52
32 13 42
1 89 10
68 24 33
71 61 50
9 3 53
73 9 86
89 20 55
29 52 11
15 14 49
15 91 85
99 13 87
6 98 30
94 19 67
71 12 95
22 32 94
61 77 58
1 46 79
56 70 17
27 21 79
9 29 59
70 90 23
55 87 5
90 82 42
62 37 64
8 66 70
29 32 100
72 45 26
99 92 10
33 59 24
16 46 73
34 25 89
62 18 48
86 1 29
71 7 64
61 24 47
59 4 32
60 37 52
66 30 17
43 78 11
96 69 39
2 19 44
89 68 12
20 4 49
92 15 64
84 16 8
92 1 87
45 69 74
7 82 88
80 40 22
26 55 88
67 2 74
86 28 91
97 23 19
71 30 21
55 54 44
60 97 51
61 97 5
37 6 31
72 73 36
67 88 46
57 40 28
28 1 71
69 83 66
62 59 97
92 49 35
62 95 5
8 18 8
6 18 56
11 47 9
52 68 77
45 5 83
18 100 88
38 78 83
35 13 58
40 38 85
72 79 18
77 92 11
55 61 29
56 54 60
8 10 40
48 43 5
19 77 100
71 46 22
43 34 2
94 62 2
53 81 58
7 37 12
99 82 61
9 25 46
97 26 85
6 27 50
11 96 94
90 18 59
19 20 1
81 4 85
61 36 34
12 49 3
72 77 69
67 11 34
20 18 38
95 56 47
40 82 28
3 71 55
67 16 96
10 25 29
4 52 3
15 93 66
10 51 6
86 71 84
35 11 77
4 2 64
63 16 98
99 88 28
63 66 61
79 47 14
91 82 27
79 26 4
22 73 3
94 51 54
39 23 79
87 57 97
33 24 77
50 24 60
87 36 99
51 47 35
36 7 39
70 73 47
13 60 4
38 79 31
36 15 75
87 33 2
30 50 35
3 33 6
25 100 55
39 97 42
88 36 10
11 2 16
57 47 97
94 95 63
94 60 16
56 81 50
19 25 47
18 40 95
47 88 74
3 97 3
12 18 7
38 21 51
41 27 42
84 23 47
98 16 38
73 61 23
83 26 5
72 87 13
92 70 9
15 96 71
3 24 30
26 20 47
25 15 11
5 82 26
88 31 52
85 35 59
23 75 40
72 65 62
60 69 11
5 85 65
32 19 31
36 39 34
27 24 44
39 27 23
8 38 41
43 41 45
67 100 6
27 66 18
46 81 71
77 89 35
47 9 79
49 90 80
28 8 6
34 40 51
26 23 35
77 73 33
54 82 44
93 97 96
32 100 59
62 69 6
58 65 42
82 10 5
72 46 92
84 4 31
87 54 13
94 39 56
54 99 75
29 38 87
94 23 18
26 49 88
42 23 78
92 61 70
23 48 88
98 100 80
46 8 24
67 49 59
85 87 36
43 31 13
51 92 30
79 28 53
100 4 69
79 43 7
25 28 66
94 41 83
57 71 50
20 8 85
73 66 93
28 49 40
41 54 100
28 76 14
50 75 64
67 21 99
24 94 49
8 13 86
78 75 63
61 80 39
2 100 90
3 83 49
15 89 2
17 94 49
84 77 5
93 100 89
68 99 41
66 10 60
93 54 25
24 7 55
93 98 86
56 84 72
15 19 34
8 83 17
58 23 31
24 16 71
78 98 37
97 63 5
66 2 2
49 96 90
54 74 94
18 11 27
75 72 84
38 47 69
78 70 1
33 36 82
89 78 88
64 17 17
96 38 90
16 3 76
15 5 72
6 24 92
78 53 56
30 75 86
17 45 7
53 27 90
24 1 1
35 67 13
66 4 15
94 2 17
86 98 18
13 97 78
26 85 47
89 99 13
61 51 69
55 18 12
64 67 59
32 17 36
85 75 79
47 92 9
78 85 45
73 100 40
39 76 59
42 50 81
47 22 51
54 30 14
69 9 60
74 11 42
23 63 94
87 73 75
43 54 49
98 18 98
58 13 47
90 95 53
38 93 72
91 71 10
40 8 24
98 44 62
58 48 80
53 66 54
77 66 35
74 62 70
4 44 58
16 31 91
21 76 65
49 99 45
90 54 20
30 4 65
39 22 47
12 82 89
28 91 12
35 1 27
18 13 7
70 80 75
48 75 11
31 22 1
22 78 85
33 96 53
74 19 26
33 34 91
48 4 29
56 60 70
30 7 79
39 28 1
36 55 80
72 96 12
78 33 78
94 73 54
81 82 11
51 72 7
66 83 47
34 27 65
77 11 26
89 27 35
28 26 56
80 16 22
40 30 54
