400 26322
3 28 58
129 398 46
50 86 67
16 239 99
265 123 66
102 128 95
162 329 22
73 387 9
315 343 16
320 379 62
28 70 1
250 297 1
172 114 60
324 337 55
29 169 83
228 305 85
366 219 51
17 152 78
139 20 92
206 53 96
93 198 74
375 189 67
192 153 2
132 395 28
281 43 47
356 309 64
288 392 39
157 67 69
48 151 51
61 354 45
72 395 30
386 11 81
289 376 58
378 45 14
361 353 11
114 229 97
63 87 40
159 40 52
322 269 48
110 250 53
298 278 60
397 130 51
301 351 52
298 15 60
170 283 95
153 331 51
172 162 24
278 214 47
12 331 27
139 74 82
329 103 70
209 330 48
170 284 12
42 143 46
176 192 94
260 51 51
54 111 41
263 138 70
348 291 34
342 127 32
131 382 87
326 349 4
339 139 39
344 162 8
349 150 73
213 167 57
37 44 87
323 349 63
51 71 40
28 56 20
302 287 56
395 3 30
43 143 25
395 137 3
388 33 22
234 286 54
8 43 73
24 320 95
130 115 59
127 356 75
116 220 28
303 371 6
41 199 58
75 186 52
84 318 9
227 262 5
18 61 16
286 378 68
72 114 14
298 225 97
37 331 40
351 256 61
23 326 51
101 154 61
228 134 91
369 358 46
172 96 44
374 379 1
130 309 81
287 362 27
326 102 50
13 155 2
293 180 95
87 261 18
238 251 16
322 184 28
91 34 29
15 44 15
244 147 91
245 396 26
286 295 88
21 24 91
124 3 100
128 356 91
116 82 78
183 364 54
233 170 92
139 234 81
183 90 54
338 252 88
280 156 100
62 381 96
155 151 17
151 16 50
125 124 66
201 62 55
268 217 93
97 127 35
179 46 74
250 306 97
334 318 4
378 271 76
336 102 75
311 7 82
97 290 39
301 276 4
204 73 95
266 12 25
58 318 28
325 191 99
54 192 10
222 181 36
118 140 11
155 113 34
145 44 15
115 292 90
274 355 90
221 212 97
32 168 6
390 70 9
55 266 97
247 332 8
378 188 9
23 236 20
242 225 91
231 181 3
396 369 99
382 143 20
302 40 16
165 90 69
141 303 66
28 152 28
53 285 53
82 40 85
125 285 66
268 153 21
63 201 64
106 395 76
122 251 1
252 221 67
256 53 67
259 333 98
68 57 100
80 365 23
92 225 30
385 170 52
159 92 53
96 141 53
311 281 75
45 72 59
235 219 6
354 212 57
218 156 83
93 168 54
106 269 45
370 197 96
228 47 83
307 262 64
379 28 6
249 201 85
76 273 20
345 398 7
74 96 28
400 126 93
146 100 42
53 51 17
369 253 64
344 262 2
40 321 62
332 66 26
147 301 67
162 77 36
285 359 77
342 311 49
349 136 28
125 343 29
36 13 74
347 192 26
320 111 39
25 300 59
126 298 26
298 313 4
264 316 94
323 159 2
177 329 40
365 184 86
147 165 44
333 283 19
312 330 99
98 258 5
387 301 62
186 72 28
296 232 20
122 179 51
118 128 16
324 250 38
220 137 66
36 237 51
187 71 82
352 105 83
295 242 33
19 12 29
213 191 97
13 239 77
269 88 27
8 302 89
267 36 37
112 352 21
249 195 84
18 371 15
302 58 31
128 366 4
254 286 72
75 170 98
177 45 4
39 180 42
283 226 76
41 187 64
265 10 61
23 303 43
168 254 62
113 328 58
147 195 84
390 373 91
334 88 49
252 277 44
102 385 57
173 135 47
228 395 90
46 243 34
249 136 73
276 117 66
199 295 68
20 104 66
248 160 89
208 291 33
12 354 56
1 395 89
141 278 26
34 305 31
355 15 36
227 209 57
84 42 15
196 373 47
273 175 20
151 123 92
207 67 45
133 31 76
23 113 23
104 218 9
96 343 38
159 118 88
202 324 63
280 185 44
329 153 98
78 304 3
386 193 28
77 152 15
32 224 73
227 224 79
150 212 28
314 299 51
242 8 21
249 96 39
54 299 45
159 99 82
346 286 42
375 255 66
217 338 96
179 91 24
17 375 30
375 333 79
185 77 78
352 358 12
296 82 66
108 246 91
239 55 73
372 399 40
394 138 27
52 72 65
324 82 17
219 197 47
121 317 46
45 130 21
92 316 73
45 366 18
54 293 58
166 202 97
147 395 96
203 25 55
114 343 44
253 385 67
219 340 12
16 124 98
291 294 80
201 388 1
173 14 89
201 377 50
256 331 57
273 259 46
277 10 48
120 285 59
315 34 28
7 248 1
360 322 94
99 316 18
255 84 61
361 105 80
21 318 31
173 90 26
65 354 84
343 138 53
56 390 43
310 152 4
114 376 22
89 14 35
92 338 26
229 302 84
250 101 28
50 77 7
30 232 31
330 162 56
318 115 36
262 234 41
349 75 54
347 311 14
95 130 71
260 324 79
7 384 33
250 345 77
28 349 7
217 277 24
301 205 34
267 359 78
330 82 82
309 291 3
189 37 17
141 284 94
209 87 48
288 258 15
220 101 35
300 323 15
225 142 23
321 51 12
133 264 75
246 66 77
78 301 70
165 267 27
88 167 72
344 53 93
154 13 71
302 277 34
284 292 23
375 167 9
225 294 48
14 315 72
391 162 33
81 306 44
153 57 38
36 368 96
194 295 91
180 312 73
43 350 87
55 64 55
326 389 93
287 369 45
124 111 53
65 139 86
331 389 96
329 263 81
353 213 71
29 191 89
257 325 12
128 144 88
258 113 60
68 358 81
223 212 65
83 252 13
141 206 6
53 191 77
124 236 8
337 399 72
382 6 55
68 160 67
83 32 11
348 147 53
212 203 40
92 391 14
312 370 63
150 295 87
232 240 2
80 7 38
369 162 27
159 45 44
103 67 60
12 373 19
172 18 81
152 34 8
206 158 56
225 220 26
117 20 51
157 351 4
91 281 8
202 156 74
25 346 20
103 24 62
71 198 71
36 118 1
297 70 55
112 380 55
7 225 3
135 32 52
191 80 13
156 279 4
143 232 80
280 165 93
351 30 72
290 251 90
120 331 28
136 72 22
354 148 89
2 372 62
183 37 50
186 65 54
212 290 2
342 354 33
183 338 67
72 219 26
172 125 56
270 162 59
258 40 47
344 219 61
354 147 72
69 53 6
317 254 96
360 153 21
282 312 78
56 267 95
10 339 24
156 149 9
385 255 6
366 283 84
56 131 30
16 319 84
26 351 100
183 261 23
249 250 56
348 11 7
14 281 38
250 233 2
385 92 91
143 366 1
320 70 92
265 104 75
128 112 3
86 240 67
282 274 96
328 89 69
266 84 36
294 317 13
257 243 33
381 385 90
285 301 26
114 169 6
154 165 66
292 178 97
287 300 29
400 132 78
10 252 50
359 43 95
9 3 19
66 153 74
191 396 36
187 188 42
374 114 77
292 34 35
318 150 88
63 111 28
300 294 39
39 238 20
159 165 27
80 340 3
138 371 32
157 54 99
271 12 56
387 128 53
53 12 41
117 355 31
263 296 94
187 324 44
392 38 29
319 338 63
185 259 36
272 176 41
269 60 7
122 126 66
299 108 97
118 272 28
302 219 96
103 229 75
210 1 75
58 139 74
150 299 72
96 358 87
128 72 32
7 172 46
272 5 19
46 98 35
306 269 37
343 209 48
168 103 17
54 243 20
78 101 24
121 378 1
204 32 98
158 85 70
66 101 12
109 145 62
238 149 47
339 349 11
68 345 32
195 66 60
166 192 97
253 171 97
82 36 83
262 350 72
12 371 92
310 214 80
234 172 37
3 396 25
55 173 10
64 375 39
280 291 49
120 354 78
5 82 59
378 360 69
32 16 80
351 136 82
254 264 86
134 350 83
302 174 87
70 283 49
302 76 79
137 246 96
164 34 6
240 241 61
65 54 45
312 147 62
224 146 46
277 332 14
5 361 25
142 283 32
381 67 4
115 280 26
83 381 40
40 107 90
80 361 23
227 166 81
131 278 93
53 114 18
328 228 97
267 104 69
313 331 76
69 368 63
302 184 88
244 77 32
96 188 41
389 143 13
252 78 32
149 365 13
377 289 47
6 288 61
270 153 87
214 152 41
283 331 21
228 380 97
112 350 28
268 371 16
100 226 30
197 70 56
63 216 61
229 78 23
10 181 33
51 235 75
279 61 20
86 64 65
121 219 72
301 19 34
341 89 35
33 130 28
373 333 2
189 190 46
163 220 97
126 326 74
230 83 81
37 16 5
209 79 59
357 345 83
177 198 18
163 328 41
178 291 31
351 211 70
25 328 54
311 198 51
287 98 19
247 243 25
292 84 63
105 260 99
394 69 53
86 200 34
109 110 14
301 295 74
223 240 91
16 369 17
324 390 59
321 53 90
140 56 4
355 341 30
140 72 26
187 54 60
270 4 98
169 122 93
188 221 88
365 349 18
292 249 72
145 67 53
164 42 74
385 175 64
236 13 84
149 231 38
168 156 84
281 297 39
49 98 36
294 132 87
157 388 91
308 196 85
336 342 41
373 116 38
131 226 43
225 232 32
42 282 24
214 317 24
377 275 27
374 389 18
379 127 24
63 53 36
276 204 21
30 347 63
94 167 98
185 221 24
322 272 33
224 366 44
67 68 23
234 306 64
300 136 58
334 21 9
294 322 69
92 100 34
95 58 41
331 298 17
260 15 41
158 167 88
294 355 31
320 44 77
355 167 11
143 44 35
279 148 87
114 5 70
319 337 73
179 168 61
247 107 52
237 376 61
133 30 3
7 400 9
41 82 12
310 383 43
7 306 10
159 290 46
138 318 99
232 82 48
329 250 2
116 262 28
142 144 60
121 283 33
66 24 68
29 395 65
179 115 44
289 195 38
181 322 99
240 97 32
184 355 71
375 40 57
384 14 80
284 295 67
160 254 38
313 400 3
219 243 88
152 314 61
26 397 12
60 138 48
21 70 80
159 82 62
201 138 17
40 114 58
1 309 61
380 325 23
171 101 40
311 149 53
104 247 68
156 117 44
85 398 12
176 248 35
335 378 24
288 111 49
96 319 57
146 251 1
245 368 21
266 236 14
48 88 63
204 242 27
156 354 81
377 189 42
182 378 11
266 91 94
41 309 83
390 377 38
311 291 54
109 290 25
379 171 12
367 327 20
28 331 53
155 311 9
137 44 44
378 352 80
294 206 33
32 277 66
31 39 79
288 40 42
187 241 7
216 355 63
43 19 44
271 161 71
195 295 45
42 172 94
63 49 44
12 90 89
394 388 89
95 141 35
116 324 76
130 327 34
67 394 62
147 73 53
157 183 39
308 300 67
4 72 17
374 329 86
176 81 51
127 372 39
287 11 72
275 101 20
233 372 80
225 162 88
80 114 38
31 248 37
73 364 16
28 107 96
246 155 93
341 133 100
272 324 41
11 197 3
387 115 23
260 128 27
216 153 21
84 257 78
93 138 84
296 183 37
276 175 77
186 232 54
202 142 75
120 347 44
147 388 53
333 116 52
234 29 34
65 97 30
184 305 73
386 343 88
279 355 67
103 33 6
154 67 81
13 241 61
107 268 9
81 319 24
63 40 95
256 107 22
280 355 11
127 367 66
160 137 61
230 157 21
120 45 18
261 330 20
169 302 76
324 177 66
98 72 20
66 34 54
141 17 37
66 279 55
181 320 61
374 211 33
6 24 30
255 38 25
120 36 46
138 259 100
44 294 94
5 33 50
365 34 90
38 188 6
245 257 83
267 284 92
371 279 36
33 334 73
247 50 52
87 144 96
13 363 36
303 169 78
369 173 18
153 6 58
211 277 100
24 281 97
206 322 27
12 73 24
90 151 26
116 345 77
262 124 17
286 300 71
384 336 71
275 111 84
22 314 69
354 270 35
2 279 94
237 213 93
71 26 28
74 257 9
156 157 10
337 339 40
171 383 72
298 363 15
276 319 57
177 267 58
254 338 80
162 128 79
224 280 13
217 47 44
62 158 1
310 369 72
21 91 32
116 296 40
305 220 80
394 35 25
337 159 70
270 120 87
6 49 42
63 100 45
359 154 54
59 363 25
383 197 89
205 90 52
106 65 3
57 36 61
81 205 69
365 271 1
257 151 41
288 173 2
313 199 30
314 69 1
260 66 69
168 271 56
270 27 46
177 18 49
148 321 73
204 55 84
274 292 17
274 306 26
148 385 1
171 334 53
93 12 74
85 68 10
208 90 52
30 281 87
122 375 74
194 230 27
75 40 69
176 157 84
308 76 90
10 302 14
287 388 2
137 120 38
138 130 3
312 175 3
282 351 39
9 71 86
301 98 88
221 36 15
33 131 48
67 75 91
22 341 89
203 138 28
330 163 96
388 369 17
77 134 46
67 190 77
153 178 78
326 377 18
260 141 6
119 79 49
117 378 61
146 183 62
272 73 51
185 217 47
159 52 62
242 278 53
293 9 92
291 8 12
251 140 65
100 130 40
280 45 16
136 268 70
303 290 71
250 398 98
28 325 87
73 318 48
117 25 25
122 316 71
302 165 12
349 74 98
294 362 32
389 214 18
307 83 62
79 196 71
163 147 95
93 219 9
382 285 48
222 123 95
315 150 13
106 163 16
279 289 88
120 13 46
48 251 99
165 276 30
182 385 85
205 164 3
101 61 31
375 183 39
243 289 18
378 53 50
318 75 15
205 283 95
217 199 65
160 370 66
124 100 36
33 337 99
332 217 25
71 241 3
148 104 42
374 180 93
186 393 16
29 184 68
63 181 32
316 352 51
257 217 39
34 372 88
210 166 50
333 138 60
368 112 39
94 358 51
94 57 79
154 225 43
171 65 68
154 362 21
123 397 10
160 106 2
272 202 1
353 140 27
362 39 97
198 378 64
80 270 90
109 167 81
287 316 44
137 247 70
367 324 16
305 201 39
206 147 29
270 72 48
291 399 75
296 50 79
24 15 27
265 324 11
75 367 17
236 32 96
234 206 87
346 189 11
318 55 85
189 330 45
178 171 80
277 91 58
72 1 60
58 15 1
223 320 42
181 330 16
231 243 36
361 278 72
336 216 44
47 215 34
101 205 8
1 263 26
281 202 50
313 188 67
277 385 8
91 19 64
73 384 34
285 93 52
236 141 7
187 159 89
96 371 14
55 53 17
67 134 76
219 313 19
162 379 19
273 276 55
18 179 13
157 17 77
255 165 31
385 205 40
220 91 5
64 133 14
50 102 2
64 400 19
45 27 63
305 321 38
104 175 3
28 213 12
149 214 100
370 18 38
273 378 66
331 162 12
180 57 36
190 117 90
67 398 15
45 55 20
392 350 74
2 84 17
31 94 87
185 314 46
311 358 67
203 236 19
116 254 64
51 50 34
205 102 98
212 133 78
284 140 18
12 249 81
366 73 30
313 176 57
147 325 87
107 25 22
30 258 100
122 344 13
315 344 21
370 41 65
299 272 57
348 52 5
317 346 63
348 117 40
122 347 37
179 28 86
385 357 59
321 45 53
148 78 8
165 377 99
40 322 50
383 223 1
56 342 57
320 83 46
366 35 23
299 52 9
204 322 84
102 232 74
189 321 93
247 302 48
232 316 54
227 237 82
36 167 32
373 192 41
64 150 82
226 74 86
281 47 84
267 13 99
178 24 97
224 48 38
364 187 45
104 180 68
320 282 27
206 398 53
350 247 19
85 155 35
400 221 71
237 324 52
112 190 93
272 363 40
337 143 42
134 310 39
48 250 79
262 109 78
32 159 23
24 180 47
321 384 96
112 35 7
363 77 98
117 312 6
9 331 100
31 24 75
357 359 17
191 82 47
363 207 90
159 96 17
7 338 95
5 209 83
39 33 10
217 171 92
16 100 38
282 187 51
283 251 7
42 288 46
266 159 57
184 202 70
288 308 10
218 395 26
47 127 90
254 267 64
59 38 54
326 335 25
356 245 59
286 138 40
218 328 79
380 345 23
81 246 48
283 40 60
287 231 47
270 46 60
275 237 88
327 224 69
378 225 53
85 293 94
130 324 93
257 11 49
293 277 88
345 311 14
207 324 22
345 18 5
181 234 85
338 248 39
103 211 35
383 141 16
194 172 13
338 89 51
188 295 78
249 175 27
85 133 74
133 166 81
22 243 40
178 15 63
56 94 41
266 18 88
42 380 59
291 180 8
249 367 42
261 323 48
333 319 44
375 205 23
397 102 6
331 232 63
388 385 60
111 197 25
157 299 98
379 145 99
232 238 88
73 24 64
78 331 19
14 132 1
142 301 36
77 47 85
257 102 73
69 54 95
15 179 57
16 210 35
194 40 79
42 48 77
124 155 67
246 211 76
226 306 75
93 301 12
133 34 98
130 235 65
365 396 91
143 333 36
22 134 70
136 70 55
306 88 59
51 367 49
158 188 92
339 34 35
142 34 62
373 157 43
366 146 7
289 286 5
300 229 64
170 71 63
110 132 12
250 246 83
294 136 52
253 27 5
101 358 85
24 381 38
155 183 32
122 5 87
237 355 56
148 263 54
66 326 95
379 184 100
85 5 88
243 214 41
302 19 58
82 94 9
263 196 44
386 138 56
136 189 50
348 260 30
315 106 75
247 334 83
86 170 68
284 25 94
242 248 63
60 246 98
241 115 22
298 94 98
318 211 81
62 197 81
58 168 20
144 54 60
225 280 61
152 366 86
229 186 44
183 193 27
317 60 11
332 232 46
298 151 32
346 274 15
135 387 29
3 157 19
266 228 23
348 208 1
221 324 65
371 376 71
35 236 4
167 235 37
262 188 49
207 111 93
87 393 20
295 353 52
264 128 84
259 191 27
201 145 82
150 129 16
31 56 22
47 247 24
329 275 64
330 158 54
316 361 76
116 182 28
113 322 51
202 385 89
269 120 69
305 258 15
378 23 11
312 184 61
369 366 74
7 273 65
112 184 43
3 309 31
279 382 42
322 87 10
226 156 45
340 31 64
280 347 9
46 319 77
299 212 87
244 75 70
96 229 40
183 81 17
173 242 19
54 204 68
70 363 35
320 58 85
65 365 29
342 103 85
277 268 25
33 279 5
87 320 76
200 287 12
59 370 2
174 362 6
271 334 36
246 251 8
327 368 78
256 116 71
361 171 34
262 268 60
96 69 8
256 274 90
190 127 9
231 98 85
3 86 19
116 236 21
208 49 58
392 217 90
63 153 70
48 277 82
111 96 2
84 132 82
289 399 52
350 5 43
248 274 5
287 118 36
4 144 37
374 6 88
223 139 10
102 150 39
309 109 8
325 394 5
389 120 88
190 61 41
117 340 74
336 317 49
146 241 39
297 13 31
325 247 46
53 26 97
4 29 3
361 275 3
30 137 82
211 267 68
119 22 59
218 189 88
335 314 14
141 69 53
85 206 89
122 365 95
27 244 27
379 259 88
320 193 4
219 351 52
257 162 72
238 93 3
140 295 59
222 384 21
146 13 81
165 30 97
324 111 47
97 160 96
71 314 29
263 238 24
189 300 88
140 181 40
334 16 60
165 80 37
76 284 17
269 219 85
83 9 7
157 107 18
128 174 6
232 164 11
9 114 95
350 9 51
322 115 97
258 382 92
332 174 37
143 371 82
168 397 71
308 230 26
206 135 96
241 376 73
250 117 48
111 373 13
207 146 58
153 242 94
56 3 100
188 2 78
237 55 81
116 141 33
327 63 49
398 300 47
256 14 73
80 330 4
141 191 25
59 68 8
137 276 18
147 298 23
386 169 69
266 340 19
377 193 23
90 102 59
287 151 65
361 260 86
76 336 98
85 222 80
15 171 89
150 242 55
192 154 44
293 112 61
3 19 55
228 340 32
99 389 11
71 303 88
333 56 18
113 191 78
11 89 4
367 221 87
355 58 37
266 165 59
78 249 54
28 319 56
278 12 62
335 94 53
188 152 100
52 198 100
44 106 36
365 95 37
6 60 85
106 399 26
3 325 26
20 67 6
230 310 13
65 241 16
261 252 66
13 5 34
286 152 60
167 49 8
99 319 13
334 47 43
226 2 4
359 134 7
67 173 40
328 71 100
101 107 76
142 151 44
245 294 73
276 384 65
159 295 96
356 101 82
42 375 42
29 375 61
135 112 89
292 181 72
327 113 43
77 30 99
177 105 36
81 214 85
294 254 33
320 356 72
311 157 47
201 95 35
65 174 64
259 153 73
202 49 63
262 292 61
160 344 2
13 116 71
273 81 37
220 301 12
187 104 44
147 240 6
397 196 42
387 248 67
347 143 33
171 21 57
375 11 4
399 40 10
205 60 74
4 14 80
343 281 29
137 258 36
141 334 26
57 391 36
207 98 57
211 375 38
62 130 34
98 205 18
261 302 30
131 48 86
55 179 97
338 179 29
267 225 87
194 207 68
382 280 79
100 348 74
191 386 77
101 144 44
247 198 57
39 51 59
367 42 43
220 235 41
277 323 57
44 260 45
187 139 88
398 355 7
381 296 24
252 220 23
273 363 29
95 84 24
80 156 46
137 318 6
134 30 35
12 139 5
96 354 66
320 195 90
397 198 46
340 39 4
290 77 26
144 160 24
210 274 39
123 136 43
83 303 53
56 95 2
103 165 49
310 226 88
67 141 30
151 251 66
390 305 20
320 352 64
342 32 31
128 120 43
245 186 55
134 192 38
41 65 83
232 375 38
156 207 20
62 321 42
243 152 6
91 280 65
131 72 70
320 222 100
71 111 55
260 264 2
122 278 83
58 301 1
175 24 51
361 274 99
264 245 100
151 76 35
28 198 43
100 31 51
275 21 54
156 375 18
239 41 33
242 297 14
122 57 63
102 368 43
200 332 28
211 141 41
390 144 39
223 165 46
129 143 91
294 279 32
227 234 98
118 145 67
162 94 84
63 170 1
390 234 4
218 352 37
331 160 57
188 227 8
328 63 18
298 388 36
286 62 46
95 29 59
109 17 23
400 111 67
277 350 78
150 187 19
136 207 32
374 352 42
6 146 44
177 147 67
113 21 92
145 188 31
238 67 23
236 89 51
249 277 20
244 176 67
101 225 97
177 116 53
153 316 22
230 4 62
390 58 80
364 41 75
216 235 90
156 75 54
67 149 25
109 338 27
384 103 67
265 126 57
21 223 26
60 161 91
40 218 99
66 57 15
259 148 4
86 288 77
377 259 83
201 226 91
28 35 97
146 136 25
315 69 44
44 265 45
89 81 17
374 309 81
362 329 55
215 285 87
207 45 78
379 325 52
27 46 42
370 261 66
387 95 81
34 299 16
65 13 61
386 358 18
20 163 38
13 231 39
167 327 63
316 164 1
383 389 18
59 372 75
314 99 36
209 328 56
238 21 96
295 388 16
37 229 23
342 79 91
207 184 95
71 343 59
140 277 57
382 145 69
97 371 56
191 94 6
297 165 12
357 11 27
392 151 78
13 81 23
146 256 36
396 139 26
235 335 89
160 193 72
390 268 5
277 202 8
175 139 34
152 15 46
232 351 66
182 348 49
95 237 76
283 271 15
36 256 42
3 321 30
311 356 98
255 94 1
176 356 85
399 400 47
358 230 85
108 357 17
322 120 32
383 149 57
139 52 63
10 214 44
222 281 77
117 316 94
249 328 15
208 234 13
268 235 70
356 65 59
317 266 96
36 253 7
263 295 35
336 257 40
291 39 66
270 275 50
162 192 75
8 61 100
238 226 48
382 168 25
357 233 23
398 228 39
366 387 76
6 370 91
129 280 71
251 227 14
9 42 46
203 340 74
347 32 72
204 219 3
396 353 70
288 22 35
16 204 50
219 156 50
249 375 77
75 155 38
221 154 28
150 283 29
70 88 93
79 279 10
393 112 53
155 54 69
7 44 18
99 53 49
23 84 75
206 211 15
90 167 68
301 367 89
244 130 96
100 55 39
67 283 74
338 66 98
339 389 27
176 242 48
211 155 46
300 135 74
101 350 42
191 366 39
297 236 66
280 172 93
230 304 29
247 148 90
29 8 6
288 339 14
194 147 90
286 195 49
30 62 28
164 123 36
123 187 99
122 289 25
48 375 9
327 227 1
356 216 66
93 276 93
45 171 8
260 47 97
157 231 38
390 44 63
197 42 30
336 157 57
196 148 6
165 303 20
284 172 14
250 53 64
309 263 89
229 310 74
354 129 57
139 49 56
284 95 49
233 279 51
107 75 64
153 182 12
8 147 37
273 91 85
213 86 26
152 349 50
40 180 22
340 314 19
181 46 45
227 294 13
250 42 3
314 112 40
134 115 35
177 76 61
372 180 78
36 147 18
66 235 70
389 217 27
61 105 70
262 183 72
173 308 99
108 311 83
322 24 8
300 97 76
136 255 48
121 223 96
283 243 98
185 160 4
148 39 2
154 271 39
101 82 58
188 366 19
363 338 56
309 132 40
12 237 63
373 128 32
112 61 75
296 56 54
120 153 35
114 217 34
60 61 25
39 29 56
278 262 34
234 43 76
295 233 66
341 212 96
314 117 99
218 258 54
275 267 63
380 193 57
276 72 8
18 183 85
361 191 27
174 318 64
68 171 70
275 363 14
334 18 51
369 43 33
363 99 36
167 93 35
315 179 59
222 8 93
400 106 29
15 207 84
140 4 23
289 218 83
281 294 70
166 352 98
306 29 21
362 391 70
271 217 74
305 24 3
155 63 93
281 352 45
207 282 25
333 397 15
157 127 32
385 169 61
298 2 9
113 90 27
220 375 32
186 233 66
359 103 51
370 228 17
216 321 26
14 240 98
169 49 6
222 296 67
382 256 6
231 68 33
360 396 40
336 82 38
117 221 31
150 118 6
213 305 14
275 18 88
344 342 22
8 367 62
377 88 70
203 139 88
92 314 74
302 269 45
41 95 76
230 103 55
304 57 33
362 220 78
23 24 73
29 266 77
232 36 95
60 1 10
293 93 73
31 195 82
361 48 59
307 393 54
92 258 2
121 59 99
172 386 31
336 272 32
79 394 9
383 78 28
97 194 81
50 67 26
370 349 83
121 232 77
89 16 91
223 77 79
389 172 82
292 125 46
310 275 91
13 142 54
329 377 38
5 212 86
135 127 77
235 215 57
294 3 5
286 324 81
165 360 39
128 86 46
208 263 2
174 397 45
302 37 73
130 67 1
315 339 1
158 265 45
138 44 44
139 205 38
138 4 1
108 141 87
22 270 33
237 137 45
178 339 84
255 164 20
33 309 83
240 126 12
399 279 100
333 36 81
376 209 87
148 114 61
368 343 76
167 183 25
350 141 61
30 309 57
109 85 22
184 11 78
138 314 44
353 279 53
174 81 11
73 53 72
364 82 79
371 245 11
165 177 67
366 57 94
185 387 75
47 172 13
40 121 46
7 396 64
1 373 57
30 13 46
315 380 73
323 320 56
47 64 18
356 318 97
313 77 76
31 181 76
335 346 25
306 382 85
53 127 95
369 264 94
372 91 29
268 34 37
222 247 90
193 145 41
299 346 62
237 158 47
122 83 97
147 343 26
373 292 48
383 365 6
98 168 80
65 342 72
358 270 53
381 96 47
366 174 28
222 31 51
367 326 11
93 9 58
290 186 88
103 273 80
184 23 47
56 155 81
298 182 88
306 257 45
125 67 98
15 327 61
316 304 66
380 54 14
70 395 39
228 102 77
86 324 31
67 183 47
32 111 16
160 359 57
110 145 3
161 121 1
65 162 54
282 191 98
29 177 32
60 7 37
134 301 65
227 133 58
385 210 61
147 307 75
142 374 63
386 134 56
292 174 74
143 224 76
229 41 59
288 377 54
30 151 53
319 315 2
148 215 23
5 185 28
94 338 3
330 183 49
228 251 61
21 114 97
242 99 83
172 195 68
149 204 32
232 66 74
253 69 89
68 88 1
399 381 64
183 128 14
373 311 41
369 357 76
144 24 22
144 371 60
99 93 46
100 294 16
250 370 70
35 12 26
19 18 63
229 108 73
157 264 66
172 283 10
139 271 92
94 223 86
350 263 77
225 25 73
285 277 23
22 41 37
333 5 93
118 138 23
314 293 11
351 266 3
22 390 51
146 265 29
397 276 5
396 124 24
110 216 86
78 68 1
182 35 55
315 19 2
295 208 94
209 364 73
363 328 53
33 136 42
258 89 86
139 87 72
164 339 86
10 243 82
54 101 84
32 276 15
296 286 84
152 364 11
224 167 48
374 284 75
24 184 62
50 25 55
51 201 13
119 381 1
65 180 70
2 247 61
25 362 17
12 68 24
260 389 6
365 120 43
389 3 91
128 54 45
172 360 88
398 270 62
298 249 57
61 66 66
175 41 47
123 4 5
254 260 9
249 285 65
117 15 27
211 252 51
200 27 40
398 7 55
314 352 89
216 49 32
400 227 35
308 50 41
175 329 90
83 33 41
274 318 35
371 213 91
153 400 79
90 43 68
222 264 37
130 400 26
355 11 11
253 31 67
24 62 36
62 7 79
84 31 29
259 20 27
347 312 9
236 350 3
143 74 71
205 389 1
161 21 47
26 303 58
310 161 76
153 53 89
255 198 36
20 369 68
147 362 72
233 363 8
241 78 67
193 227 89
139 30 34
163 68 50
218 393 52
168 47 34
255 124 36
7 210 15
283 273 67
127 309 25
77 70 62
358 62 82
259 312 62
21 53 97
161 78 73
244 204 4
251 307 96
353 383 45
316 317 59
49 32 76
97 394 34
361 331 15
51 21 100
5 17 20
212 270 40
70 148 68
91 152 35
27 12 16
128 155 39
134 57 73
35 25 8
15 29 82
44 383 40
226 55 8
123 8 70
339 393 84
194 48 100
240 341 19
143 237 79
175 149 94
142 336 5
74 391 7
79 157 65
251 71 85
278 257 87
66 234 33
354 263 41
346 390 39
132 92 61
52 90 12
168 360 7
291 220 89
321 354 81
129 219 66
11 177 22
144 283 9
102 267 31
357 337 49
90 266 50
102 34 100
138 320 38
322 39 65
231 225 76
118 34 27
290 373 2
223 393 98
133 74 68
230 85 12
303 229 59
194 375 46
121 57 34
61 361 22
135 117 44
5 53 6
271 70 42
70 26 75
8 215 92
181 359 100
326 157 48
51 2 78
167 247 90
332 26 65
93 132 85
338 157 32
123 35 38
128 229 46
377 309 80
182 282 28
369 55 7
91 98 81
376 14 53
5 398 48
279 13 7
331 20 34
331 324 70
356 4 23
264 56 89
384 389 89
149 265 40
109 9 68
152 329 44
358 26 99
88 396 88
390 247 32
384 163 88
211 62 15
257 126 69
149 390 46
74 104 32
337 86 60
180 194 45
228 385 81
38 278 7
35 262 61
16 8 34
176 373 100
281 333 31
54 355 32
275 27 27
282 205 96
266 303 36
106 23 82
151 377 15
377 312 27
307 106 27
24 262 87
248 382 62
104 60 67
154 121 71
321 340 74
109 51 96
231 268 95
374 390 54
28 365 27
17 190 16
314 374 64
243 379 95
362 97 71
380 219 77
113 351 44
45 340 86
82 155 36
148 319 3
15 249 3
26 298 7
193 38 12
97 375 100
388 62 83
98 81 70
76 387 27
42 358 28
288 124 11
286 399 97
38 85 83
222 348 95
371 337 90
121 172 97
50 201 92
71 205 21
211 306 10
202 254 71
340 329 59
169 1 84
355 388 84
237 340 90
120 171 10
152 315 70
204 172 28
286 200 45
276 64 11
11 322 2
132 281 43
330 223 5
320 330 85
342 386 38
82 327 5
217 97 11
303 4 27
272 127 33
198 65 60
200 360 87
276 392 97
310 359 24
61 36 50
